Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P00546	Q12416	CDC28	WHI5	YBR1211	YOR3116W	S000000364	S000005609	15210111:0045:LC|24186061:0415:LC|21658602:0415:LC|15210111:0415:LC|25049391:0415:LC|15210110:0045:LC|25619768:0415:LC|19823668:0415:LC
P00546	Q12495	CDC28	RLF2	YBR1211	YP9531.12	S000000364	S000006222	25602519:0415:LC
P00549	P00549	CDC19	CDC19			S000000036	S000000036	9519410:0114:LC
P00549	P06244	CDC19	TPK1		J0541	S000000036	S000003700	12063246:0415:LC|20639203:0415:LC|11877433:0415:LC|20639203:0096:LC|16319894:0415:LC
P00572	P00572	CDC8	CDC8	J1715	J1715	S000003818	S000003818	11805826:0007:LC|9253404:0114:LC|9521686:0114:LC|11805826:0676:LC|9256287:0114:LC
P00729	P14306	PRC1	TFS1		L9470.19	S000004912	S000004168	15713484:0114:LC|9521655:0415:LC
P00729	P25694	PRC1	CDC48			S000004912	S000002284	19696741:0007:LC|16179952:0007:LC
P00729	P32915	PRC1	SEC61		L3502.5	S000004912	S000004370	19696741:0007:LC|12134063:0112:LC
P00729	P38307	PRC1	DER1		YBR1413	S000004912	S000000405	21074049:0030:LC|16619026:0004:LC|16619026:0007:LC
P00729	Q05787	PRC1	HRD3			S000004912	S000004197	19696741:0007:LC|21486563:0030:LC|21486563:0004:LC|16619026:0004:LC|16619026:0007:LC|21074049:0030:LC|16873065:0007:LC
P00729	Q08109	PRC1	HRD1			S000004912	S000005373	19696741:0007:LC|21074049:0030:LC|16619026:0004:LC|25215493:0071:LC|16619026:0007:LC|25215493:0096:LC
P00812	P00812	CAR1	CAR1	LPH15W	LPH15W	S000006032	S000006032	11805826:0007:LC
P00815	P53233	HIS4	FMP48	YCL183|YCL30C		S000000535	S000003284	11805837:0004:LC|20489023:0007:LC|20489023:0004:LC|11805837:0007:LC
P00817	P00817	IPP1	IPP1	YBR0202	YBR0202	S000000215	S000000215	9878371:0114:LC|8706698:0114:LC|8706712:0114:LC|15299310:0114:LC|PDB_1HUK:0114:LC|11248042:0114:LC|PDB_1PYP:0114:LC|PDB_1M38:0114:LC|17260952:0114:LC|PDB_1HUJ:0114:LC|11805826:0007:LC|8994974:0114:LC
P00817	P06787	IPP1	CMD1	YBR0202	YBR0904	S000000215	S000000313	11474067:0045:LC|11805837:0004:LC|11474067:0004:LC|11805837:0007:LC|11474067:0096:LC
P00830	P00854	ATP2	ATP6	J2041		S000003882	S000007268	15581895:0401:LC|18937496:0401:LC|9867807:0404:LC|21748405:0401:LC|18722382:0401:LC
P00830	P00856	ATP2	ATP8	J2041		S000003882	S000007267	9867807:0404:LC|18937496:0401:LC|18722382:0401:LC
P00830	P05626	ATP2	ATP4	J2041	LPF7C	S000003882	S000005999	15581895:0401:LC|18937496:0401:LC|9867807:0404:LC|9867807:0401:LC|21748405:0401:LC|18722382:0401:LC
P00830	P07251	ATP2	ATP1	J2041	YBL0827	S000003882	S000000195	15581895:0401:LC|20412062:0071:LC|10449236:0401:LC|18937496:0401:LC|9867807:0404:LC|18722382:0401:LC|21748405:0401:LC|16997298:0028:LC
P00830	P09457	ATP2	ATP5	J2041	D9740.11	S000003882	S000002706	15581895:0401:LC|18937496:0401:LC|9867807:0404:LC|21748405:0401:LC|18722382:0401:LC
P00830	P21306	ATP2	ATP15	J2041	P0345	S000003882	S000006192	20412062:0071:LC|15581895:0401:LC|18937496:0401:LC|9867807:0404:LC|21748405:0401:LC|18722382:0401:LC
P00830	P30902	ATP2	ATP7	J2041		S000003882	S000001499	15581895:0401:LC|18937496:0401:LC|9867807:0404:LC|21748405:0401:LC|18722382:0401:LC
P00830	P32453	ATP2	ATP11	J2041	N0357	S000003882	S000005259	1532796:0004:LC|1532796:0401:LC|10681564:0018:LC
P00830	P38077	ATP2	ATP3	J2041	YBR0408	S000003882	S000000243	15581895:0401:LC|18937496:0401:LC|9867807:0404:LC|21748405:0401:LC|18722382:0401:LC
P00830	P81450	ATP2	ATP18	J2041	YML081BC	S000003882	S000007247	9867807:0404:LC|21748405:0401:LC
P00830	Q06405	ATP2	ATP17	J2041	D9481.21	S000003882	S000002785	15581895:0401:LC|9867807:0404:LC|18937496:0401:LC|21748405:0401:LC|18722382:0401:LC
P00830	Q12165	ATP2	ATP16	J2041	D2935|YD8119.03	S000003882	S000002162	15581895:0401:LC|9867807:0404:LC|18937496:0401:LC|21748405:0401:LC|18722382:0401:LC
P00830	Q12349	ATP2	ATP14	J2041	L8003.20	S000003882	S000004286	15581895:0401:LC|18937496:0401:LC|9867807:0404:LC|21748405:0401:LC|18722382:0401:LC
P00854	P05626	ATP6	ATP4		LPF7C	S000007268	S000005999	9893937:0096:LC|9425084:0096:LC|9425084:0030:LC|9893937:0030:LC
P00899	P00937	TRP2	TRP3			S000000892	S000001694	3881257:0401:LC|11805826:0676:LC|11805826:0004:LC|11805826:0007:LC
P00899	P41811	TRP2	SEC27		G2827	S000000892	S000003105	22615397:0090:LC
P00924	P00924	ENO1	ENO1	G9160	G9160	S000003486	S000003486	20690637:0114:LC|12054465:0114:LC|8049235:0114:LC|9376357:0114:LC|10736160:0114:LC|8605183:0114:LC|16309698:0114:LC|7703246:0114:LC|11805826:0007:LC|12846578:0114:LC|10736160:0096:LC
P00942	P00942	TPI1	TPI1	YD9609.05C	YD9609.05C	S000002457	S000002457	22949845:0114:LC|11419952:0114:LC|2043623:0114:LC|2204418:0114:LC|2007138:0114:LC|6115415:0114:LC|18439027:0096:LC|18439027:0114:LC|2204417:0114:LC|12509510:0114:LC
P00950	P00950	GPM1	GPM1	YKL607	YKL607	S000001635	S000001635	10531478:0114:LC|9512715:0114:LC|10369755:0114:LC|6115412:0114:LC
P00950	P33334	GPM1	PRP8	YKL607		S000001635	S000001208	10024880:0018:LC|10924465:0018:LC
P00958	P46672	MES1	ARC1		G3085	S000003496	S000003073	14759368:0007:LC|16914447:0114:LC|8895587:0004:LC|23161686:0071:LC|23161686:0826:LC|14759368:0004:LC|8895587:0019:LC|23161686:0096:LC|8895587:0096:LC
P01094	P07267	PAI3	PEP4	YM8010.04C	P2585	S000004786	S000006075	11042188:0114:LC|10655612:0114:LC|9135120:0114:LC
P01119	P04821	RAS1	CDC25	YOR3205W	L2142.6	S000005627	S000004301	1569942:0018:LC|1569942:0096:LC|8524097:0018:LC
P01120	P04821	RAS2	CDC25	N2198	L2142.6	S000005042	S000004301	1569942:0004:LC|21073870:0007:LC|8325863:0415:LC|1632785:0018:LC|21073870:0004:LC|10747953:0415:LC|1569942:0096:LC|1569942:0018:LC|1632785:0096:LC|8524097:0018:LC|21073870:0006:LC
P01123	P20133	YPT1	BET2		P9705.12	S000001856	S000006380	8183917:0415:LC|12022885:0055:LC
P01123	P32601	YPT1	DSS4		LPZ16C|YP9531.11C	S000001856	S000006221	11805837:0004:LC|9218467:0019:LC|9218467:0004:LC|11805837:0007:LC
P01123	P32864	YPT1	MRS6			S000001856	S000005897	11805837:0004:LC|8183917:0415:LC|11805837:0007:LC|12022885:0401:LC|8898359:0018:LC|8898359:0004:LC|8898359:0019:LC
P01123	P39958	YPT1	GDI1			S000001856	S000000938	11805837:0004:LC|22157956:0018:LC|10329679:0019:LC|11805826:0004:LC|14576435:0114:LC|11805826:0676:LC|16395334:0114:LC|11785952:0018:LC|10329679:0004:LC|11805826:0007:LC|11805837:0007:LC
P01123	P53039	YPT1	YIP1			S000001856	S000003404	22157956:0018:LC|12802060:0018:LC|9724632:0019:LC|9724632:0018:LC|9724632:0004:LC
P01123	P53093	YPT1	YIP4		G1304	S000001856	S000003166	11943201:0096:LC|11943201:0018:LC|11943201:0004:LC|22157956:0018:LC
P01123	P53108	YPT1	YIP5		G1832	S000001856	S000003129	11943201:0018:LC|22157956:0018:LC
P01123	P53845	YPT1	YIF1		N0820	S000001856	S000005207	11943201:0096:LC|10970842:0018:LC|11943201:0018:LC|11943201:0004:LC|22157956:0018:LC
P01123	Q01590	YPT1	SED5			S000001856	S000004016	10713261:0401:LC|16107716:0401:LC|9157884:0004:LC|9157884:0006:LC|9157884:0096:LC
P01123	Q08484	YPT1	GYP1		YOR29-21	S000001856	S000005596	9452439:0415:LC|16855591:0419:LC
P01123	Q12527	YPT1	ATG11		YP9499.07C	S000001856	S000006253	22509044:0096:LC|23924895:0018:LC|22509044:0428:LC|22509044:0018:LC|22509044:0090:LC
P02293	P04911	HTB1	HTA1	YD9934.09C	YD9934.10	S000002632	S000002633	27618665:0114:LC|10436015:0019:LC|8017102:0401:LC|11805837:0004:LC|11238944:0401:LC|15516689:0401:LC|11805837:0007:LC|10026213:0401:LC
P02293	P53874	HTB1	UBP10	YD9934.09C	N1619	S000002632	S000005130	26149687:0415:LC|15721261:0045:LC
P02293	Q07457	HTB1	BRE1	YD9934.09C		S000002632	S000002232	25548288:0415:LC|25548288:0096:LC|27601672:0096:LC|27601672:0415:LC
P02293	Q12373	HTB1	HIF1	YD9934.09C	L1205	S000002632	S000003945	27618665:0096:LC|27618665:0114:LC
P02294	P04911	HTB2	HTA1	YBL0104	YD9934.10	S000000098	S000002633	10026213:0401:LC|8017102:0401:LC|11566884:0114:LC
P02294	P06104	HTB2	RAD6	YBL0104		S000000098	S000003026	8576261:0415:LC|7836290:0415:LC
P02294	P0CY06	HTB2	MATALPHA1	YBL0104	YCR40W	S000000098	S000000636	10655498:0018:LC
P02294	P25293	HTB2	NAP1	YBL0104		S000000098	S000001756	23973327:0055:LC|23973327:0096:LC|11805826:0004:LC|11805826:0676:LC|11805826:0007:LC
P02309	P02309	HHF1|HHF2	HHF1|HHF2	YBR0122|N2752	YBR0122|N2752	S000000213|S000004975	S000000213|S000004975	20048151:0114:LC
P02309	P04911	HHF1|HHF2	HTA1	YBR0122|N2752	YD9934.10	S000000213|S000004975	S000002633	11805837:0004:LC|11238944:0401:LC|10026213:0401:LC|11805837:0007:LC|8017102:0401:LC|11566884:0114:LC|10436015:0019:LC
P02309	P06700	HHF1|HHF2	SIR2	YBR0122|N2752	D2714	S000000213|S000004975	S000002200	22654676:0415:LC|17889663:0415:LC|10693811:0415:LC|15721262:0045:LC
P02309	P06701	HHF1|HHF2	SIR3	YBR0122|N2752	L9753.10	S000000213|S000004975	S000004434	7867066:0071:LC|7867066:0045:LC|7867066:0096:LC|7867066:0401:LC|22654676:0415:LC|1171472:0107:LC
P02309	P11978	HHF1|HHF2	SIR4	YBR0122|N2752	YD9934.12	S000000213|S000004975	S000002635	22654676:0415:LC|7867066:0096:LC|7867066:0045:LC|7867066:0071:LC|7867066:0401:LC
P02309	P15790	HHF1|HHF2	CKA1	YBR0122|N2752		S000000213|S000004975	S000001297	11805837:0004:LC|16135807:0415:LC|11805837:0007:LC
P02309	P32447	HHF1|HHF2	ASF1	YBR0122|N2752	J0755	S000000213|S000004975	S000003651	16229457:0401:LC|24209620:0007:LC
P02309	P35817	HHF1|HHF2	BDF1	YBR0122|N2752	L8084.18	S000000213|S000004975	S000004391	14690608:0004:LC|14690608:0006:LC|11343701:0018:LC|14761951:0018:LC
P02309	P36012	HHF1|HHF2	CSE4	YBR0122|N2752	YKL262	S000000213|S000004975	S000001532	21606327:0071:LC|21606327:0028:LC
P02309	P38074	HHF1|HHF2	HMT1	YBR0122|N2752	YBR0320	S000000213|S000004975	S000000238	24068969:0415:LC|19358899:0415:LC|19358899:0004:LC|12097318:0415:LC
P02309	P38890	HHF1|HHF2	SET5	YBR0122|N2752		S000000213|S000004975	S000001250	22343720:0515:LC|22343720:0415:LC|22688645:0415:LC
P02309	P43572	HHF1|HHF2	EPL1	YBR0122|N2752		S000000213|S000004975	S000001870	11805826:0007:LC|11805826:0676:LC|11805826:0004:LC|16135807:0415:LC
P02309	P53686	HHF1|HHF2	HST2	YBR0122|N2752	LPA2C	S000000213|S000004975	S000005936	17289592:0114:LC|14604530:0114:LC|15150415:0114:LC
P02309	P61830	HHF1|HHF2	HHT1|HHT2	YBR0122|N2752	YBR0201|N2749	S000000213|S000004975	S000004976|S000000214	22343720:0004:LC|10436015:0019:LC|23034810:0055:LC|22343720:0006:LC|15516689:0401:LC|11566884:0114:LC|24209620:0007:LC|11412995:0401:LC
P02309	Q03330	HHF1|HHF2	GCN5	YBR0122|N2752		S000000213|S000004975	S000003484	8805705:0415:LC|11080160:0114:LC|9733731:0415:LC|19218239:0415:LC|21749977:0415:LC|24298021:0415:LC
P02309	Q08649	HHF1|HHF2	ESA1	YBR0122|N2752	O5257	S000000213|S000004975	S000005770	22020126:0114:LC|20810648:0415:LC|22539722:0415:LC|22020126:0415:LC|16135807:0415:LC|10082517:0415:LC
P02309	Q12161	HHF1|HHF2	PSH1	YBR0122|N2752	O1263	S000000213|S000004975	S000005415	11805837:0004:LC|11805826:0007:LC|11805837:0007:LC|11805826:0676:LC|11805826:0004:LC
P02309	Q12341	HHF1|HHF2	HAT1	YBR0122|N2752	LPA16W|YP8132.12	S000000213|S000004975	S000005922	24835250:0096:LC|24835250:0415:LC|11805826:0676:LC|11805826:0004:LC|11805826:0007:LC
P02309	Q12373	HHF1|HHF2	HIF1	YBR0122|N2752	L1205	S000000213|S000004975	S000003945	14761951:0018:LC
P02309	Q12692	HHF1|HHF2	HTZ1	YBR0122|N2752	O2345	S000000213|S000004975	S000005372	14645854:0007:LC|22393239:0055:LC|14645854:0004:LC
P02400	P05317	RPP2B	RPP0		L8300.8	S000002790	S000004332	22275522:0401:LC|20225338:0018:LC|20225338:0004:LC
P02400	P05318	RPP2B	RPP1A			S000002790	S000002239	12410829:0096:LC|20225338:0018:LC|12410829:0018:LC
P02400	P10622	RPP2B	RPP1B			S000002790	S000002288	20225338:0018:LC|10655498:0018:LC
P02557	P09733	TUB2	TUB1			S000001857	S000004550	25097237:0114:LC|21888381:0401:LC|28652389:0114:LC|9398684:0018:LC|22904013:0114:LC|28652389:0040:LC|15321725:0018:LC|24099757:0114:LC
P02557	P46675	TUB2	STU2		L2108	S000001857	S000004035	25097237:0114:LC|22904013:0114:LC|15321725:0018:LC
P02557	P48606	TUB2	RBL2			S000001857	S000005791	15321725:0018:LC
P02829	P02829	HSP82	HSP82			S000006161	S000006161	21932796:0114:LC|19696785:0071:LC|8865348:0114:LC|12667448:0114:LC|24794838:0071:LC|11967834:0655:LC|23396352:0055:LC|24794838:0030:LC|24435512:0114:LC|19236053:0114:LC|16625188:0114:LC|15955698:0114:LC|20736353:0055:LC|9187656:0114:LC|18800759:0114:LC|19696785:0055:LC|18268103:0071:LC
P02829	P04821	HSP82	CDC25		L2142.6	S000006161	S000004301	10747046:0018:LC|10094633:0019:LC|10094633:0004:LC|10747046:0019:LC
P02829	P07248	HSP82	ADR1		YD8142.16|YD8142B.08	S000006161	S000002624	15766533:0004:LC|23396352:0096:LC|15766533:0018:LC|15039704:0114:LC|15633294:0018:LC|23396352:0028:LC|23396352:0107:LC|12604615:0096:LC|15766533:0397:LC|12504007:0004:LC|12504007:0018:LC|23396352:0055:LC|28851842:0096:LC|23396352:0880:LC|12604615:0004:LC|28851842:0055:LC|12604615:0401:LC
P02829	P14681	HSP82	KSS1			S000006161	S000003272	11805837:0007:LC
P02829	P15442	HSP82	GCN2			S000006161	S000002691	10567567:0019:LC|10567567:0004:LC|10567567:0045:LC
P02829	P15705	HSP82	STI1		OR26.17	S000006161	S000005553	21170051:0107:LC|12525481:0096:LC|22227520:0114:LC|23396352:0028:LC|8972212:0004:LC|23396352:0055:LC|8972212:0030:LC|10564510:0030:LC|16407978:0411:LC|21170051:0096:LC|21170051:0028:LC|12525481:0405:LC|21170051:0055:LC|12716905:0107:LC|12716905:0019:LC|21170051:0004:LC|22227520:0096:LC|12604615:0401:LC
P02829	P23561	HSP82	STE11		L8039.10	S000006161	S000004354	9802897:0019:LC|9802897:0401:LC|9802897:0004:LC
P02829	P25491	HSP82	YDJ1		N2418|YNL2418C	S000006161	S000005008	9632766:0401:LC
P02829	P25638	HSP82	TAH1		YCR60W	S000006161	S000000656	15766533:0004:LC|24012479:0077:LC|24012479:0065:LC|15766533:0018:LC|18268104:0018:LC|15766533:0397:LC|24012479:0114:LC|24794838:0096:LC|24794838:0071:LC|24012479:0018:LC|24794838:0065:LC|24794838:0007:LC|15766533:0096:LC
P02829	P28707	HSP82	SBA1		YKL518	S000006161	S000001600	18362168:0415:LC|23396352:0028:LC|18362168:0004:LC|10564510:0030:LC|16625188:0114:LC
P02829	P32468	HSP82	CDC12			S000006161	S000001149	11805837:0007:LC
P02829	P32485	HSP82	HOG1		L2931|L9354.2	S000006161	S000004103	11805837:0007:LC
P02829	P33313	HSP82	CNS1		YBR1205	S000006161	S000000359	15766533:0004:LC|9819422:0004:LC|15766533:0018:LC|15766533:0397:LC|9819422:0018:LC|11805837:0007:LC
P02829	P38272	HSP82	SHE3		YBR1005	S000006161	S000000334	15766533:0397:LC|15766533:0018:LC
P02829	P38356	HSP82	BSD2		YBR2037	S000006161	S000000494	15766533:0397:LC|15766533:0018:LC
P02829	P38768	HSP82	PIH1			S000006161	S000001076	15766533:0018:LC|15766533:0397:LC|18268103:0004:LC|24794838:0071:LC|24012479:0018:LC|18268103:0018:LC
P02829	P38825	HSP82	TOM71			S000006161	S000001159	19581297:0114:LC
P02829	P41808	HSP82	SMK1		YP9499.10	S000006161	S000006258	15766533:0397:LC|15766533:0018:LC|11805837:0007:LC
P02829	P47103	HSP82	CPR7		J1585	S000006161	S000003793	15766533:0004:LC|15766533:0397:LC|23396352:0096:LC|15766533:0018:LC|23396352:0028:LC
P02829	P51534	HSP82	SHE4		OR26.26	S000006161	S000005561	27888470:0018:LC
P02829	P53043	HSP82	PPT1		G6347	S000006161	S000003355	15766533:0004:LC|11805826:0004:LC|16407978:0411:LC|15766533:0397:LC|11805826:0676:LC|15766533:0018:LC|16407978:0065:LC|11805826:0007:LC|11805837:0007:LC|16407978:0415:LC
P02829	P53691	HSP82	CPR6		L8167.24	S000006161	S000004206	15766533:0004:LC|15766533:0018:LC|21170051:0107:LC|23396352:0096:LC|23396352:0028:LC|15766533:0397:LC|23396352:0880:LC|21170051:0096:LC|11805837:0007:LC|21170051:0028:LC|12525481:0405:LC|21170051:0004:LC
P02829	P53834	HSP82	HCH1		N0589	S000006161	S000005225	15633294:0018:LC|12504007:0018:LC
P02829	Q00772	HSP82	SLT2			S000006161	S000001072	15766533:0018:LC|15766533:0397:LC|11805837:0007:LC
P02829	Q06598	HSP82	ARR3		P9677.2	S000006161	S000006405	15766533:0397:LC|15766533:0018:LC
P02829	Q07786	HSP82	SOR2			S000006161	S000002405	15766533:0397:LC|15766533:0018:LC
P02829	Q08446	HSP82	SGT1		YOR29-08	S000006161	S000005583	18818696:0065:LC|18833289:0077:LC
P02994	P06782	TEF1|TEF2	SNF1	P9513.7|YBR0913	D8035.20	S000000322|S000006284	S000002885	11805837:0007:LC|16319894:0415:LC
P02994	P15442	TEF1|TEF2	GCN2	P9513.7|YBR0913		S000000322|S000006284	S000002691	21849502:0004:LC|21849502:0096:LC|22404850:0030:LC|21849502:0401:LC
P02994	P16521	TEF1|TEF2	YEF3	P9513.7|YBR0913	L9672.5	S000000322|S000006284	S000004239	9990316:0019:LC|9990316:0004:LC|22404850:0030:LC|9705146:0004:LC|9705146:0019:LC|9705146:0027:LC|9990316:0027:LC
P02994	P22204	TEF1|TEF2	DBF2	P9513.7|YBR0913		S000000322|S000006284	S000003324	16242037:0415:LC|16319894:0415:LC
P02994	P23291	TEF1|TEF2	YCK1	P9513.7|YBR0913		S000000322|S000006284	S000001177	11805837:0007:LC|16319894:0415:LC
P02994	P32471	TEF1|TEF2	EFB1	P9513.7|YBR0913		S000000322|S000006284	S000000003	11134944:0114:LC|11805826:0007:LC|11373622:0114:LC|28801462:0114:LC|11805826:0004:LC|11805826:0676:LC|16675455:0114:LC|19095653:0114:LC|11106763:0114:LC
P02994	P32581	TEF1|TEF2	IME2	P9513.7|YBR0913	J0817	S000000322|S000006284	S000003642	11805837:0007:LC|16319894:0415:LC
P02994	P60010	TEF1|TEF2	ACT1	P9513.7|YBR0913		S000000322|S000006284	S000001855	16116436:0028:LC|16116436:0045:LC|11290701:0028:LC
P03069	P03069	GCN4	GCN4			S000000735	S000000735	28230348:0114:LC|26771248:0114:LC|8946853:0114:LC|22157749:0018:LC|21474779:0014:LC|24598042:0114:LC|8072533:0114:LC|17189475:0114:LC|10329176:0114:LC|18804028:0114:LC|25060334:0114:LC|17030805:0114:LC|16008357:0114:LC|19170537:0114:LC|8946854:0114:LC|25733613:0014:LC|24486584:0114:LC|12032291:0114:LC|21533121:0114:LC|21045134:0071:LC|1473154:0114:LC|11041845:0114:LC|1948029:0114:LC|23116373:0114:LC|21045134:0067:LC|23843311:0114:LC|11371197:0114:LC|16472744:0114:LC|14752198:0114:LC|16844784:0111:LC|8248779:0114:LC|20027625:0114:LC|19805097:0114:LC|23348965:0014:LC|23661758:0055:LC|21904035:0114:LC|21045134:0028:LC|8646536:0114:LC|16584182:0114:LC|11575936:0114:LC|16402857:0809:LC|17176044:0114:LC|16472744:0016:LC|21045134:0114:LC
P03069	P07834	GCN4	CDC4			S000000735	S000001885	16338374:0415:LC|18787112:0018:LC
P03069	P17157	GCN4	PHO85		P7102.18A	S000000735	S000005952	12101234:0415:LC|10712509:0415:LC|18794371:0415:LC
P03069	P19659	GCN4	GAL11			S000000735	S000005411	22195967:0114:LC|22195967:0096:LC|15866178:0030:LC|17919657:0090:LC
P03069	P22082	GCN4	SNF2			S000000735	S000005816	11865042:0004:LC|11865042:0047:LC|17919657:0090:LC|11865042:0030:LC
P03069	P38811	GCN4	TRA1			S000000735	S000001141	15866178:0030:LC|22308403:0090:LC
P03069	Q02336	GCN4	ADA2		D9461.33	S000000735	S000002856	7642611:0045:LC|7642611:0096:LC|9488488:0019:LC|9488488:0004:LC|7642611:0004:LC
P03870	P03870	FLP1	FLP1			S000029654	S000029654	11090626:0114:LC|12716882:0114:LC|12559911:0114:LC
P03879	P11325	BI4	NAM2		L3502.6	S000007273	S000004374	11142386:0018:LC|16774921:0018:LC|11142386:0588:LC|12486008:0018:LC
P03879	P26637	BI4	CDC60		P2564	S000007273	S000006081	12486008:0018:LC|11142386:0018:LC
P03882	P03882	SCEI	SCEI			S000007279	S000007279	27303901:0114:LC|14636596:0114:LC
P03962	P03962	URA3	URA3			S000000747	S000000747	10681417:0114:LC|19435314:0114:LC
P04046	P04046	ADE4	ADE4	YM9952.02C	YM9952.02C	S000004915	S000004915	11805826:0007:LC|22615397:0090:LC
P04050	P06242	RPO21	KIN28	D2150	D2330	S000002299	S000002266	28202544:0415:LC|25652824:0415:LC|8001136:0018:LC|24951832:0415:LC|19450536:0415:LC|8001136:0415:LC|17376774:0415:LC|7760796:0415:LC|10594013:0415:LC|20802488:0424:LC|12972617:0415:LC|8001136:0049:LC|8001136:0047:LC|9702190:0415:LC
P04050	P07273	RPO21	DST1	D2150		S000002299	S000003011	25029256:0004:LC|15610738:0114:LC|12746495:0114:LC|25029256:0018:LC
P04050	P08518	RPO21	RPB2	D2150		S000002299	S000005677	14759368:0007:LC|10024884:0401:LC|15537538:0114:LC|12746498:0114:LC|14963322:0114:LC|17632521:0030:LC|10784442:0114:LC|16301539:0401:LC|14963331:0114:LC|17632521:0007:LC|15610738:0114:LC|10777588:0401:LC|14759368:0004:LC|11805306:0114:LC
P04050	P16370	RPO21	RPB3	D2150		S000002299	S000001283	14759368:0007:LC|10024884:0401:LC|9829926:0401:LC|26799764:0401:LC|12746498:0114:LC|14963322:0114:LC|10784442:0114:LC|8631896:0401:LC|16301539:0401:LC|11805306:0114:LC|15537538:0114:LC|15610738:0114:LC|14759368:0004:LC|14963331:0114:LC
P04050	P19659	RPO21	GAL11	D2150		S000002299	S000005411	9660974:0401:LC|8790357:0096:LC|8790357:0019:LC
P04050	P20433	RPO21	RPB4	D2150	J0654	S000002299	S000003676	16301539:0401:LC|9545247:0114:LC|14759368:0007:LC|15610738:0114:LC|10777588:0401:LC|14759368:0004:LC|10024884:0401:LC
P04050	P20434	RPO21	RPB5	D2150	YBR1204	S000002299	S000000358	14759368:0007:LC|10024884:0401:LC|15537538:0114:LC|26123024:0114:LC|23151482:0114:LC|20094031:0030:LC|21346759:0114:LC|18004386:0114:LC|12746498:0114:LC|14963322:0114:LC|10784442:0114:LC|2496296:0018:LC|16301539:0401:LC|10393904:0018:LC|17179178:0018:LC|19820686:0071:LC|20637414:0226:LC|11805306:0114:LC|18552824:0071:LC|20448203:0114:LC|15610738:0114:LC|22056778:0114:LC|14759368:0004:LC|20637414:0040:LC|20094031:0226:LC|14963331:0114:LC|17994106:0114:LC|19820686:0114:LC|21386817:0071:LC|20152149:0410:LC
P04050	P20435	RPO21	RPO26	D2150	P9677.8	S000002299	S000006391	14759368:0007:LC|15537538:0114:LC|10784442:0114:LC|12746498:0114:LC|14963322:0114:LC|16301539:0401:LC|14963331:0114:LC|15610738:0114:LC|14759368:0004:LC|11805306:0114:LC
P04050	P20436	RPO21	RPB8	D2150	YOR50-14	S000002299	S000005750	16301539:0401:LC|10393904:0018:LC|10784442:0114:LC|15537538:0114:LC|11805306:0114:LC|14963331:0114:LC|14963322:0114:LC|15610738:0114:LC|11486042:0018:LC|2496296:0018:LC|12746498:0114:LC
P04050	P22139	RPO21	RPB10	D2150		S000002299	S000005736	10393904:0018:LC|2496296:0018:LC|15610738:0114:LC|17892321:0007:LC
P04050	P22696	RPO21	ESS1	D2150	J1452	S000002299	S000003778	11805837:0004:LC|11795843:0018:LC|10978320:0096:LC|10978320:0047:LC|10899126:0018:LC|10899126:0047:LC|10978320:0004:LC|11904169:0415:LC|11805837:0007:LC
P04050	P23293	RPO21	SGV1	D2150	P9584.8	S000002299	S000006365	28202544:0415:LC|11390638:0004:LC|11390638:0415:LC|19581288:0415:LC|11390638:0096:LC|20802488:0424:LC|12972617:0415:LC
P04050	P23615	RPO21	SPT6	D2150	G6169	S000002299	S000003348	14759368:0007:LC|28826505:0047:LC|14759368:0004:LC|28826505:0114:LC
P04050	P27692	RPO21	SPT5	D2150	YM9571.08	S000002299	S000004470	14759368:0007:LC|9450930:0007:LC|14759368:0004:LC
P04050	P27999	RPO21	RPB9	D2150		S000002299	S000003038	15537538:0114:LC|11805306:0114:LC|14963322:0114:LC|10788499:0401:LC|10393904:0018:LC|12746498:0114:LC|14963331:0114:LC|11805826:0004:LC|15610738:0114:LC|10784442:0114:LC|11805826:0676:LC|11805826:0007:LC
P04050	P29055	RPO21	SUA7	D2150	P9513.4	S000002299	S000006290	15479635:0030:LC|14963322:0114:LC|23151482:0114:LC|17632521:0030:LC|15479635:0045:LC
P04050	P32569	RPO21	SRB4	D2150		S000002299	S000000824	9660974:0401:LC|8995225:0401:LC|16885025:0401:LC
